date, time, sats, hdop, latitude, longitude, altitude, speed, heading, heading dir
08/06/2016, 22:17:36, 8, 118, 43.624565, -79.364227, 77.00, 58.93, 0.28, SE
08/06/2016, 22:18:41, 7, 118, 43.624660, -79.364151, 72.50, 187.09, 0.37, N
08/06/2016, 22:19:46, 8, 95, 43.624645, -79.364128, 74.60, 187.09, 0.09, N
08/06/2016, 22:20:51, 7, 117, 43.624675, -79.364128, 77.40, 187.09, 0.09, N
08/06/2016, 22:21:56, 9, 112, 43.624679, -79.364166, 79.70, 187.09, 0.02, N
08/06/2016, 22:23:01, 10, 105, 43.624633, -79.364120, 75.10, 187.09, 0.06, N
08/06/2016, 22:24:07, 10, 97, 43.624660, -79.364135, 75.10, 187.09, 0.15, N
08/06/2016, 22:25:12, 10, 88, 43.624671, -79.364143, 77.70, 187.09, 0.04, N
08/06/2016, 22:26:17, 10, 88, 43.624652, -79.364120, 77.10, 187.09, 0.26, N
08/06/2016, 22:27:22, 9, 90, 43.624641, -79.364120, 78.30, 187.09, 0.00, N
08/06/2016, 22:28:28, 11, 97, 43.624652, -79.364143, 75.40, 187.09, 0.09, N
08/06/2016, 22:29:33, 10, 88, 43.624671, -79.364143, 79.60, 187.09, 0.02, N
08/06/2016, 22:30:39, 10, 88, 43.624641, -79.364128, 74.60, 281.94, 0.13, ESE
08/06/2016, 22:31:44, 9, 90, 43.624668, -79.364135, 77.30, 201.36, 0.11, NNW
08/06/2016, 22:32:49, 9, 90, 43.624637, -79.364097, 76.90, 201.36, 0.78, NNW
08/06/2016, 22:33:55, 9, 99, 43.624660, -79.364105, 77.60, 201.36, 0.30, NNW
08/06/2016, 22:35:00, 8, 99, 43.624664, -79.364128, 71.10, 201.36, 0.07, NNW
08/06/2016, 22:36:06, 11, 99, 43.624645, -79.364105, 74.10, 201.36, 0.11, NNW
08/06/2016, 22:37:11, 11, 88, 43.624687, -79.364112, 71.80, 201.36, 0.11, NNW
08/06/2016, 22:38:17, 11, 85, 43.624683, -79.364143, 72.10, 201.36, 0.11, NNW
08/06/2016, 22:39:22, 10, 131, 43.624343, -79.363952, 75.40, 112.68, 3.48, ESE
08/06/2016, 22:40:28, 10, 88, 43.623661, -79.363792, 78.00, 169.02, 3.85, NNW
08/06/2016, 22:41:34, 10, 124, 43.623069, -79.363487, 78.60, 159.38, 4.35, E
08/06/2016, 22:42:39, 10, 104, 43.623233, -79.362716, 78.90, 43.58, 3.52, NE
08/06/2016, 22:43:45, 10, 88, 43.623649, -79.361976, 77.70, 50.02, 4.15, NW
08/06/2016, 22:44:50, 10, 88, 43.624164, -79.361351, 77.00, 46.01, 4.11, W
08/06/2016, 22:45:56, 10, 127, 43.624542, -79.360664, 84.20, 68.97, 3.80, ENE
08/06/2016, 22:47:01, 9, 137, 43.625026, -79.359977, 84.00, 49.38, 2.09, WSW
08/06/2016, 22:48:07, 9, 138, 43.625431, -79.359352, 95.70, 34.76, 2.57, SW
08/06/2016, 22:49:13, 8, 139, 43.625896, -79.358764, 91.30, 42.60, 4.57, WNW
08/06/2016, 22:50:18, 8, 140, 43.626358, -79.358215, 90.40, 56.92, 2.41, WNW
08/06/2016, 22:51:24, 8, 141, 43.626937, -79.357643, 83.70, 30.42, 3.91, SSE
08/06/2016, 22:52:30, 8, 142, 43.627441, -79.357093, 86.50, 35.34, 3.80, WNW
08/06/2016, 22:53:36, 9, 143, 43.627452, -79.356590, 89.00, 163.65, 0.22, SSE
08/06/2016, 22:54:42, 9, 133, 43.627815, -79.356819, 84.80, 24.81, 3.43, NW
08/06/2016, 22:55:48, 11, 170, 43.628425, -79.356437, 79.10, 28.72, 3.37, N
08/06/2016, 22:56:54, 11, 123, 43.629051, -79.356155, 75.10, 5.75, 5.19, SW
08/06/2016, 22:58:00, 11, 141, 43.629718, -79.356117, 79.60, 347.38, 3.67, S
08/06/2016, 22:59:06, 11, 134, 43.630306, -79.356552, 79.90, 333.10, 3.46, S
08/06/2016, 23:00:11, 9, 129, 43.630683, -79.356811, 82.90, 18.58, 0.22, ENE
08/06/2016, 23:01:17, 10, 128, 43.630809, -79.356903, 78.50, 320.10, 0.15, NNW
08/06/2016, 23:02:23, 9, 135, 43.630847, -79.356887, 82.50, 328.85, 0.13, SE
08/06/2016, 23:03:29, 10, 100, 43.630878, -79.356880, 77.20, 349.76, 0.06, NE
08/06/2016, 23:04:35, 10, 98, 43.630950, -79.356849, 75.80, 343.69, 0.17, S
08/06/2016, 23:05:41, 10, 98, 43.630840, -79.356895, 102.80, 342.23, 0.11, NNE
08/06/2016, 23:06:47, 10, 136, 43.630924, -79.356933, 89.70, 342.23, 0.22, NNE
08/06/2016, 23:07:53, 10, 104, 43.630924, -79.356971, 93.70, 342.23, 0.19, NNE
08/06/2016, 23:08:58, 10, 104, 43.630893, -79.356910, 84.00, 342.23, 0.07, NNE
08/06/2016, 23:10:04, 9, 104, 43.630805, -79.356887, 95.90, 342.23, 0.20, NNE
08/06/2016, 23:11:10, 10, 96, 43.630786, -79.356895, 118.50, 188.03, 0.52, E
08/06/2016, 23:12:16, 10, 96, 43.630973, -79.356880, 87.70, 313.81, 0.07, ENE
08/06/2016, 23:13:22, 10, 96, 43.631114, -79.357078, 88.40, 295.42, 3.06, NNE
08/06/2016, 23:14:28, 10, 122, 43.631271, -79.357460, 84.70, 269.81, 0.17, NNW
08/06/2016, 23:15:34, 9, 121, 43.631362, -79.357460, 78.90, 237.43, 0.13, NNW
08/06/2016, 23:16:40, 9, 121, 43.631305, -79.357437, 82.20, 237.43, 0.15, NNW
08/06/2016, 23:17:45, 9, 121, 43.631347, -79.357452, 83.30, 237.43, 0.44, NNW
08/06/2016, 23:18:51, 12, 114, 43.631320, -79.357475, 85.30, 237.43, 0.02, NNW
08/06/2016, 23:19:57, 10, 115, 43.631320, -79.357475, 81.30, 237.43, 0.02, NNW
08/06/2016, 23:21:03, 10, 87, 43.631336, -79.357490, 83.20, 237.43, 0.11, NNW
08/06/2016, 23:22:09, 9, 120, 43.631324, -79.357490, 82.60, 237.43, 0.22, NNW
08/06/2016, 23:23:15, 11, 87, 43.631324, -79.357490, 85.00, 237.43, 0.11, NNW
08/06/2016, 23:24:20, 11, 119, 43.631347, -79.357475, 81.30, 237.43, 0.09, NNW
08/06/2016, 23:25:26, 10, 119, 43.631336, -79.357467, 81.80, 237.43, 0.11, NNW
08/06/2016, 23:26:32, 11, 88, 43.631355, -79.357490, 80.60, 237.43, 0.04, NNW
08/06/2016, 23:27:37, 11, 88, 43.631320, -79.357452, 81.40, 237.43, 0.06, NNW
08/06/2016, 23:28:43, 11, 101, 43.631359, -79.357482, 80.40, 237.43, 0.04, NNW
08/06/2016, 23:29:48, 11, 80, 43.631362, -79.357482, 83.20, 237.43, 0.17, NNW
08/06/2016, 23:30:54, 10, 87, 43.631320, -79.357467, 81.90, 345.78, 0.00, NNE
08/06/2016, 23:32:00, 11, 80, 43.631317, -79.357482, 74.70, 283.02, 0.11, SW
08/06/2016, 23:33:06, 11, 88, 43.631298, -79.357528, 77.20, 283.02, 0.56, SW
08/06/2016, 23:34:12, 11, 86, 43.631259, -79.357505, 86.20, 283.02, 0.06, SW
08/06/2016, 23:35:18, 11, 81, 43.631298, -79.357536, 77.90, 283.02, 0.07, SW
08/06/2016, 23:36:24, 12, 78, 43.631294, -79.357505, 76.80, 236.19, 0.06, SW
08/06/2016, 23:37:29, 11, 88, 43.631271, -79.357490, 76.60, 302.72, 0.33, NNE
08/06/2016, 23:38:35, 10, 84, 43.631286, -79.357482, 75.40, 14.64, 0.76, NNE
08/06/2016, 23:39:41, 11, 81, 43.631397, -79.357704, 77.70, 337.72, 1.09, WNW
08/06/2016, 23:40:46, 10, 100, 43.631439, -79.357948, 70.30, 230.16, 1.37, NNW
08/06/2016, 23:41:52, 10, 100, 43.631500, -79.357955, 75.50, 228.29, 0.76, SSE
08/06/2016, 23:42:57, 10, 101, 43.631481, -79.357963, 73.70, 228.29, 0.37, SSE
08/06/2016, 23:44:03, 9, 102, 43.631500, -79.358116, 74.00, 290.43, 6.50, WSW
08/06/2016, 23:45:09, 11, 99, 43.632526, -79.360702, 74.00, 299.36, 16.20, NE
08/06/2016, 23:46:14, 10, 91, 43.633720, -79.363761, 72.60, 301.59, 15.67, W
08/06/2016, 23:47:20, 10, 100, 43.634933, -79.366836, 74.20, 300.27, 16.48, SSE
